1 7.6685e-16
1.01 0.32101
1.02 0.66137
1.03 1.0268
1.04 1.4231
1.05 1.8561
1.06 2.3318
1.07 2.8569
1.08 3.4383
1.09 4.084
1.1 4.8026
1.11 5.6041
1.12 6.4997
1.13 7.5023
1.14 8.6267
1.15 9.8903
1.16 11.313
1.17 12.92
1.18 14.739
1.19 16.803
1.2 19.152
1.21 21.835
1.22 24.911
1.23 28.447
1.24 32.531
1.25 37.265
1.26 42.776
1.27 49.22
1.28 56.788
1.29 65.72
1.3 76.313
1.31 88.939
1.32 104.07
1.33 122.29
