1,4.5638e-15
1.01,3.2567
1.02,6.6581
1.03,10.307
1.04,14.341
1.05,18.957
1.06,24.444
1.07,31.24
1.08,40.031
1.09,51.907
1.1,68.659
1.11,93.304
1.12,131.11
1.13,191.62
1.14,292.7
1.15,468.85
1.16,788.62
1.17,1392.8
1.18,2582.2
1.19,5025.3
1.2,10274
1.21,22098
1.22,50089
1.23,1.1989e+05
1.24,3.0376e+05
1.25,8.1659e+05
1.26,2.3352e+06
1.27,7.1219e+06
1.28,2.3227e+07
1.29,8.1222e+07
1.3,3.0536e+08
1.31,1.2377e+09
1.32,5.4234e+09
1.33,2.5763e+10
1.34,1.3305e+11
1.35,7.4921e+11
1.36,4.6129e+12
1.37,3.1146e+13
1.38,2.3129e+14
1.39,1.8946e+15
1.4,1.7171e+16
