1,2.3569e-15
1.01,2.4458
1.02,5.0575
1.03,7.9395
1.04,11.228
1.05,15.108
1.06,19.836
1.07,25.777
1.08,33.456
1.09,43.65
1.1,57.521
1.11,76.86
1.12,104.53
1.13,145.29
1.14,207.33
1.15,305.08
1.16,464.31
1.17,731.73
1.18,1193.8
1.19,2015.3
1.2,3518.7
1.21,6355.3
1.22,11881
1.23,23006
1.24,46192
1.25,96267
1.26,2.0848e+05
1.27,4.6972e+05
1.28,1.1023e+06
1.29,2.6977e+06
1.3,6.8929e+06
1.31,1.8411e+07
1.32,5.1468e+07
1.33,1.5077e+08
1.34,4.6339e+08
1.35,1.4961e+09
1.36,5.0804e+09
1.37,1.8168e+10
1.38,6.8503e+10
1.39,2.727e+11
1.4,1.1475e+12
