1,-6.9048e-15
1.01,2.8765
1.02,5.9081
1.03,9.1922
1.04,12.858
1.05,17.08
1.06,22.109
1.07,28.302
1.08,36.19
1.09,46.572
1.1,60.695
1.11,80.578
1.12,109.64
1.13,153.88
1.14,224.25
1.15,340.98
1.16,542.36
1.17,902.48
1.18,1569.6
1.19,2851.1
1.2,5408.7
1.21,10724
1.22,22246
1.23,48358
1.24,1.1034e+05
1.25,2.6478e+05
1.26,6.6946e+05
1.27,1.787e+06
1.28,5.0467e+06
1.29,1.5109e+07
1.3,4.8056e+07
1.31,1.6272e+08
1.32,5.8782e+08
1.33,2.2704e+09
1.34,9.3959e+09
1.35,4.1756e+10
1.36,1.9971e+11
1.37,1.0303e+12
1.38,5.7458e+12
1.39,3.4718e+13
1.4,2.2782e+14
