1,-1.0879e-14
1.01,3.8895
1.02,8.1151
1.03,12.851
1.04,18.34
1.05,24.939
1.06,33.194
1.07,43.987
1.08,58.79
1.09,80.174
1.1,112.79
1.11,165.32
1.12,254.49
1.13,413.55
1.14,711.38
1.15,1297.1
1.16,2510
1.17,5164
1.18,11322
1.19,26534
1.2,66682
1.21,1.8035e+05
1.22,5.2693e+05
1.23,1.6694e+06
1.24,5.7574e+06
1.25,2.1701e+07
1.26,8.9749e+07
1.27,4.0892e+08
1.28,2.0609e+09
1.29,1.1536e+10
1.3,7.2024e+10
1.31,5.0361e+11
1.32,3.9606e+12
1.33,3.5182e+13
1.34,3.5452e+14
1.35,4.0704e+15
1.36,5.3481e+16
1.37,8.0772e+17
1.38,1.4085e+19
1.39,2.8489e+20
1.4,6.7138e+21
