1,4.0464e-15
1.01,1.4646
1.02,2.95
1.03,4.4868
1.04,6.1054
1.05,7.8375
1.06,9.7189
1.07,11.794
1.08,14.119
1.09,16.777
1.1,19.885
1.11,23.617
1.12,28.241
1.13,34.175
1.14,42.082
1.15,53.051
1.16,68.905
1.17,92.789
1.18,130.29
1.19,191.68
1.2,296.47
1.21,483.31
1.22,831.83
1.23,1513.7
1.24,2917.2
1.25,5965.6
1.26,12978
1.27,30127
1.28,74874
1.29,1.9995e+05
1.3,5.76e+05
1.31,1.797e+06
1.32,6.0969e+06
1.33,2.2588e+07
1.34,9.1766e+07
1.35,4.1056e+08
1.36,2.0316e+09
1.37,1.1167e+10
1.38,6.8485e+10
1.39,4.707e+11
1.4,3.6419e+12
