1,2.437e-14
1.01,4.7219
1.02,10.107
1.03,16.629
1.04,24.806
1.05,35.274
1.06,48.934
1.07,67.222
1.08,92.585
1.09,129.35
1.1,185.47
1.11,276.05
1.12,431.08
1.13,713.21
1.14,1260.6
1.15,2398
1.16,4942.5
1.17,11113
1.18,27457
1.19,75111
1.2,2.2937e+05
1.21,7.8868e+05
1.22,3.0806e+06
1.23,1.3793e+07
1.24,7.1456e+07
1.25,4.323e+08
1.26,3.0834e+09
1.27,2.6179e+10
1.28,2.6715e+11
1.29,3.3092e+12
1.3,5.0255e+13
1.31,9.4516e+14
1.32,2.2239e+16
1.33,6.6148e+17
1.34,2.5132e+19
1.35,1.2326e+21
1.36,7.888e+22
1.37,6.6575e+24
1.38,7.492e+26
1.39,1.1366e+29
1.4,2.3503e+31
