1,-1.4914e-14
1.01,5.4184
1.02,11.645
1.03,19.52
1.04,30.362
1.05,46.392
1.06,71.591
1.07,113.84
1.08,190.7
1.09,344.59
1.1,681.43
1.11,1476.2
1.12,3490.6
1.13,8999.3
1.14,25339
1.15,78173
1.16,2.6529e+05
1.17,9.9453e+05
1.18,4.1364e+06
1.19,1.917e+07
1.2,9.9441e+07
1.21,5.7989e+08
1.22,3.8188e+09
1.23,2.8527e+10
1.24,2.4284e+11
1.25,2.3665e+12
1.26,2.6526e+13
1.27,3.4358e+14
1.28,5.1672e+15
1.29,9.0665e+16
1.3,1.8651e+18
1.31,4.5203e+19
1.32,1.2972e+21
1.33,4.4298e+22
1.34,1.8093e+24
1.35,8.884e+25
1.36,5.2713e+27
1.37,3.7993e+29
1.38,3.3439e+31
1.39,3.613e+33
1.4,4.8181e+35
