1,-2.9137e-15
1.01,1.5606
1.02,3.1684
1.03,4.852
1.04,6.6411
1.05,8.5675
1.06,10.667
1.07,12.982
1.08,15.566
1.09,18.492
1.1,21.861
1.11,25.82
1.12,30.588
1.13,36.499
1.14,44.075
1.15,54.15
1.16,68.098
1.17,88.247
1.18,118.66
1.19,166.7
1.2,246.11
1.21,383.69
1.22,633.82
1.23,1112.1
1.24,2077.1
1.25,4138.3
1.26,8818.8
1.27,20167
1.28,49679
1.29,1.324e+05
1.3,3.8348e+05
1.31,1.213e+06
1.32,4.2106e+06
1.33,1.612e+07
1.34,6.8411e+07
1.35,3.2344e+08
1.36,1.7123e+09
1.37,1.0202e+10
1.38,6.8759e+10
1.39,5.2695e+11
1.4,4.6156e+12
