1,-1.2689e-14
1.01,4.8449
1.02,10.038
1.03,15.739
1.04,22.168
1.05,29.63
1.06,38.571
1.07,49.683
1.08,64.111
1.09,83.884
1.1,112.88
1.11,159.04
1.12,239.81
1.13,395.37
1.14,722.36
1.15,1464.7
1.16,3280.4
1.17,8086.9
1.18,21944
1.19,65729
1.2,2.1825e+05
1.21,8.0749e+05
1.22,3.3467e+06
1.23,1.5623e+07
1.24,8.2595e+07
1.25,4.9725e+08
1.26,3.4276e+09
1.27,2.7199e+10
1.28,2.4984e+11
1.29,2.6709e+12
1.3,3.3415e+13
1.31,4.9192e+14
1.32,8.5688e+15
1.33,1.776e+17
1.34,4.4044e+18
1.35,1.3143e+20
1.36,4.7461e+21
1.37,2.0859e+23
1.38,1.1222e+25
1.39,7.4327e+26
1.4,6.0967e+28
