1 1.3699e-14
1.01 3.8424
1.02 8.1105
1.03 13.14
1.04 19.29
1.05 26.975
1.06 36.728
1.07 49.323
1.08 65.976
1.09 88.707
1.1 120.99
1.11 169.02
