0
0.43362
0.89907
1.4044
1.9572
2.5652
3.2368
3.9816
4.8109
5.7382
6.7801
7.9563
9.2907
10.813
12.558
14.57
16.903
19.623
22.813
26.575
31.041
36.372
42.777
50.52
59.941
71.48
85.708
103.37
125.47
153.3
188.63
233.82
292.09
367.87
