1 -4.7049e-16
1.01 0.52972
1.02 1.0581
1.03 1.5873
1.04 2.1192
1.05 2.6557
1.06 3.199
1.07 3.7508
1.08 4.3135
1.09 4.889
1.1 5.4801
1.11 6.0893
1.12 6.7198
1.13 7.3755
1.14 8.0608
1.15 8.7811
1.16 9.5432
1.17 10.355
1.18 11.228
1.19 12.174
1.2 13.211
1.21 14.36
1.22 15.649
1.23 17.116
1.24 18.808
1.25 20.79
1.26 23.15
1.27 26.004
1.28 29.514
1.29 33.9
1.3 39.473
1.31 46.668
1.32 56.105
1.33 68.676
1.34 85.681
1.35 109.04
1.36 141.62
1.37 187.76
