1 -4.8978e-16
1.01 0.32997
1.02 0.69149
1.03 1.0935
1.04 1.542
1.05 2.0413
1.06 2.5953
1.07 3.2085
1.08 3.8861
1.09 4.634
1.1 5.4596
1.11 6.3712
1.12 7.3786
1.13 8.4931
1.14 9.7279
1.15 11.098
1.16 12.622
1.17 14.32
1.18 16.216
1.19 18.339
1.2 20.722
1.21 23.403
1.22 26.43
1.23 29.858
1.24 33.75
1.25 38.186
1.26 43.258
1.27 49.077
1.28 55.78
1.29 63.529
1.3 72.522
1.31 83.001
1.32 95.262
1.33 109.67
