1,7.6116e-16
1.01,1.0577
1.02,2.1126
1.03,3.1654
1.04,4.2168
1.05,5.2673
1.06,6.3174
1.07,7.3675
1.08,8.4182
1.09,9.4699
1.1,10.523
1.11,11.578
1.12,12.634
1.13,13.693
1.14,14.755
1.15,15.82
1.16,16.888
1.17,17.96
1.18,19.036
1.19,20.116
1.2,21.202
1.21,22.292
1.22,23.388
1.23,24.489
1.24,25.598
1.25,26.713
1.26,27.835
1.27,28.965
1.28,30.103
1.29,31.251
1.3,32.408
1.31,33.576
1.32,34.754
1.33,35.944
1.34,37.147
1.35,38.364
1.36,39.596
1.37,40.843
1.38,42.108
1.39,43.391
1.4,44.695
1.41,46.02
1.42,47.369
1.43,48.744
1.44,50.148
1.45,51.584
1.46,53.054
1.47,54.562
1.48,56.112
1.49,57.71
1.5,59.36
1.51,61.07
1.52,62.845
1.53,64.697
1.54,66.633
1.55,68.667
1.56,70.813
1.57,73.088
1.58,75.511
1.59,78.108
1.6,80.908
1.61,83.946
1.62,87.266
1.63,90.92
1.64,94.971
1.65,99.5
1.66,104.6
1.67,110.4
1.68,117.03
1.69,124.69
1.7,133.59
